strain	Sample_ID	Sample_Source	Data_Source	date	Location	Region	Serotype	Sero_Geno	Lineage
OQ678015.1	109-0142	Bohl_2023	NCBI	2019-10-21	Cambodia	Southeast-Asia	4	4_I	4I_A.1.1
OR389040.1	DENV4/Cambodia/2011/Yale-DH149	Vogels_2023	Yale	2011-07-03	Cambodia	Southeast-Asia	4	4_I	4I_A.2
AF289029.1	B5	Wang_2000	NCBI	1990-XX-XX	China	East-Asia	4	4_I	4I
FJ196849.1	GD07/78	Wu_2011	NCBI	1978-XX-XX	China	East-Asia	4	4_II_related	4II_A
FJ196850.1	GD09/90	Wu_2011	NCBI	1990-XX-XX	China	East-Asia	4	4_I	4I
JF741967.1	GZ1D4	Zhang_2012	NCBI	2010-09-26	China	East-Asia	4	4_II_related	4II_A.2
JQ822247.1	GZ30	Zhao_2012	NCBI	2010-XX-XX	China	East-Asia	4	4_II_related	4II_A.2
KC333651.1	GZ/9809/2012	Bai_2013	NCBI	2012-XX-XX	China	East-Asia	4	4_II_related	4II_A
KP723482.1	DENV4/CN/GZ29/2010	Zhao_2015	NCBI	2010-XX-XX	China	East-Asia	4	4_II_related	4II_A.2
KY672956.1	DENV-4/China/YN/15DGR9	Hu_2019	NCBI	2015-06-22	China	East-Asia	4	4_I	4I_A.3
KY672957.1	DENV-4/China/YN/15DGR32	Hu_2019	NCBI	2015-07-25	China	East-Asia	4	4_I	4I_A.3
KY672958.1	DENV-4/China/YN/15DGR35	Hu_2019	NCBI	2015-06-27	China	East-Asia	4	4_I	4I_A.3
KY672959.1	DENV-4/China/YN/15DGR50	Hu_2019	NCBI	2015-08-07	China	East-Asia	4	4_I	4I_A.3
KY672960.1	DENV-4/China/YN/15DGR394	Hu_2019	NCBI	2015-10-10	China	East-Asia	4	4_I	4I_A.3
MG601754.1	2013JH285	Mo_2018	NCBI	2013-08-30	China	East-Asia	4	4_I	4I_A.3
MK614088.1	GZ19XN01404	Su_2019	NCBI	2019-01-21	China	East-Asia	4	4_I	4I_A.3
MK614089.1	GZ18XN20946	Su_2019	NCBI	2018-08-31	China	East-Asia	4	4_II_related	4II_A
MK614090.1	GZ18XN17096	Su_2019	NCBI	2018-06-28	China	East-Asia	4	4_I	4I_A.1.1
MK614091.1	GZ18XN16107	Su_2019	NCBI	2018-06-16	China	East-Asia	4	4_I	4I_A.1.1
MK614092.1	GZ18XN13312	Su_2019	NCBI	2018-05-17	China	East-Asia	4	4_I	4I_A.1.1
MK614093.1	GZ18XN11706	Su_2019	NCBI	2018-05-03	China	East-Asia	4	4_I	4I_A.1.1
MK640208.1	2018XN20946a	Su_2019	NCBI	2018-08-31	China	East-Asia	4	4_II_related	4II_A
MN018390.1	D13467	Wu_2020	NCBI	2013-08-12	China	East-Asia	4	4_I	4I_B.2
MN018391.1	D15047	Wu_2020	NCBI	2015-08-20	China	East-Asia	4	4_I	4I_A.3
MN018392.1	D15299	Wu_2020	NCBI	2015-09-19	China	East-Asia	4	4_I	4I_A.2
MN018393.1	D15312	Wu_2020	NCBI	2015-07-25	China	East-Asia	4	4_II_related	4II_A
MN018394.1	D151435	Wu_2020	NCBI	2015-10-03	China	East-Asia	4	4_I	4I_A.1.2
MN018395.1	D151453	Wu_2020	NCBI	2015-10-20	China	East-Asia	4	4_I	4I_A.2
MN018396.1	D151602	Wu_2020	NCBI	2015-11-12	China	East-Asia	4	4_II_related	4II_A
MN018397.1	D16004	Wu_2020	NCBI	2016-02-01	China	East-Asia	4	4_I	4I_A.3
MN018398.1	D16039	Wu_2020	NCBI	2016-08-16	China	East-Asia	4	4_I	4I_B.1
MW295825.1	17XN25491 D4 FULL myanmar	Jiang_2020	NCBI	2017-09-11	China	East-Asia	4	4_I	4I_A.3
MW301595.1	20XN34963_D4_Malaysia	Jiang_2020	NCBI	2020-06-18	China	East-Asia	4	4_II_related	4II_A
MW720989.1	GZ8H/2019122/2019/IV	Zhao_2022	NCBI	2010-10-XX	China	East-Asia	4	4_II_related	4II_A.2
MW720990.1	GZ8H/2019124/2019/IV	Zhao_2022	NCBI	2010-10-XX	China	East-Asia	4	4_II_related	4II_A.2
MW720991.1	GZ8H/2019125/2019/IV	Zhao_2022	NCBI	2010-10-XX	China	East-Asia	4	4_II_related	4II_A.2
MW720992.1	GZ8H/2019126/2019/IV	Zhao_2022	NCBI	2010-10-XX	China	East-Asia	4	4_II_related	4II_A.2
MW720993.1	GZ8H/2019128/2019/IV	Zhao_2022	NCBI	2010-10-XX	China	East-Asia	4	4_II_related	4II_A.2
MW720994.1	GZ8H/2019129/2019/IV	Zhao_2022	NCBI	2010-10-XX	China	East-Asia	4	4_II_related	4II_A.2
MW720995.1	GZ8H/2019130/2019/IV	Zhao_2022	NCBI	2010-10-XX	China	East-Asia	4	4_II_related	4II_A.2
MW720996.1	GZ8H/2019131/2019/IV	Zhao_2022	NCBI	2010-10-XX	China	East-Asia	4	4_II_related	4II_A.2
MW881530.1	21XN04403 D4	Jiang_2021	NCBI	2021-01-08	China	East-Asia	4	4_II_related	4II_A
DH129	INS_352066	Ott_2021	Yale	1988-XX-XX	Colombia	South-America	4	4_II	4II_B
FJ024476.1	DENV-4/CO/BID-V1600/1997	Henn_2008	NCBI	1997-XX-XX	Colombia	South-America	4	4_II	4II_B
GQ868579.1	DENV-4/CO/BID-V3406/2001	Henn_2009	NCBI	2001-XX-XX	Colombia	South-America	4	4_II	4II_B
GQ868580.1	DENV-4/CO/BID-V3407/2001	Henn_2009	NCBI	2001-XX-XX	Colombia	South-America	4	4_II	4II_B
GQ868581.1	DENV-4/CO/BID-V3408/2001	Henn_2009	NCBI	2001-XX-XX	Colombia	South-America	4	4_II	4II_B
GQ868582.1	DENV-4/CO/BID-V3409/2001	Henn_2009	NCBI	2001-XX-XX	Colombia	South-America	4	4_II	4II_B
GQ868583.1	DENV-4/CO/BID-V3410/2004	Henn_2009	NCBI	2004-XX-XX	Colombia	South-America	4	4_II	4II_B
GQ868584.1	DENV-4/CO/BID-V3411/2004	Henn_2009	NCBI	2004-XX-XX	Colombia	South-America	4	4_II	4II_B
GQ868585.1	DENV-4/CO/BID-V3412/2005	Henn_2009	NCBI	2005-XX-XX	Colombia	South-America	4	4_II	4II_B
GU289913.1	341750	Kelly_2009	NCBI	1982-XX-XX	Colombia	South-America	4	4_II	4II_B
OQ603316.1	426553_D4	Laiton-Donato_2023	NCBI	2013-09-18	Colombia	South-America	4	4_II	4II_B
OQ603317.1	480579	Laiton-Donato_2023	NCBI	2016-05-21	Colombia	South-America	4	4_II	4II_B
OR389041.1	DENV4/Colombia/1988/Yale-DH129	Vogels_2023	Yale	1988-06-10	Colombia	South-America	4	4_II	4II_B
DENV4/Cuba/2012-08-20/Yale-DN00261	190134	FL-DPH	Yale	2012-08-20	Cuba	Caribbean	4	4_II	4II_B
DENV4/Cuba/2012-10-03/Yale-DN00098	190116	FL-DPH	Yale	2012-10-03	Cuba	Caribbean	4	4_II	4II_B
DENV4/Cuba/2013-12-06/Yale-DN00326	190110	FL-DPH	Yale	2013-12-06	Cuba	Caribbean	4	4_II	4II_B
DENV4/Cuba/2014-08-06/Yale-DN00341	190022	FL-DPH	Yale	2014-08-06	Cuba	Caribbean	4	4_II	4II_B
DENV4/Cuba/2016-02-05/Yale-DN00060	190086	FL-DPH	Yale	2016-02-05	Cuba	Caribbean	4	4_II	4II_B
DENV4/Cuba/2022-06-15/Yale-DN00703-1	220307	FL-DPH	Yale	2022-06-15	Cuba	Caribbean	4	4_II	4II_B
DENV4/Cuba/2022-06-19/Yale-DN00729	220168	FL-DPH	Yale	2022-06-19	Cuba	Caribbean	4	4_II	4II_B
DENV4/Cuba/2022-06-24/Yale-DN00731-1	220041	FL-DPH	Yale	2022-06-24	Cuba	Caribbean	4	4_II	4II_B
DENV4/Cuba/2022-07-05/Yale-DN00740-1	220173	FL-DPH	Yale	2022-07-05	Cuba	Caribbean	4	4_II	4II_B
DENV4/Cuba/2022-07-11/Yale-DN00751-1	220076	FL-DPH	Yale	2022-07-11	Cuba	Caribbean	4	4_II	4II_B
DENV4/Cuba/2022-07-15/Yale-DN00747-2	220002	FL-DPH	Yale	2022-07-15	Cuba	Caribbean	4	4_II	4II_B
DENV4/Cuba/2022-07-21/Yale-DN01022	220040	FL-DPH	Yale	2022-07-21	Cuba	Caribbean	4	4_II	4II_B
DENV4/Cuba/2022-11-15/Yale-DN00919	230506	FL-DPH	Yale	2022-11-15	Cuba	Caribbean	4	4_II	4II_B
DENV4/Cuba/2022-12-20/Yale-DN00950	230549	FL-DPH	Yale	2022-12-20	Cuba	Caribbean	4	4_II	4II_B
OR654276.1	DENV-4/USA/FL-BPHL-0029/2023	FL-DPH	NCBI	2023-05-31	Cuba	Caribbean	4	4_II	4II_B
US/DB406/2022	220164	FL-DPH	CDC	2022-08-10	Cuba	Caribbean	4	4_II	4II_B
US/DB407/2022	230630	FL-DPH	CDC	2022-10-08	Cuba	Caribbean	4	4_II	4II_B
US/DB408/2022	230611	FL-DPH	CDC	2022-10-24	Cuba	Caribbean	4	4_II	4II_B
US/DB409/2022	230677	FL-DPH	CDC	2022-10-26	Cuba	Caribbean	4	4_II	4II_B
DENV4/Dominica/2013-08-21/Yale-DN00298-1	190458	FL-DPH	Yale	2013-08-21	Dominica	Caribbean	4	4_II_related	4II_A
MW945720.1	42A	Katzelnick_2021	NCBI	1981-XX-XX	Dominica	Caribbean	4	4_II	4II_B
DENV4/Dominican_Republic/2014-06-21/Yale-DN00313-1	190268	FL-DPH	Yale	2014-06-21	Dominican-Republic	Caribbean	4	4_II	4II_B
DH113	TVP-2177	Ott_2021	Yale	1989-XX-XX	Dominican-Republic	Caribbean	4	4_II	4II_B
M14931.2	814669	Zhao_1993	NCBI	1981-XX-XX	Dominican-Republic	Caribbean	4	4_II	4II_B
OR389345.1	DENV4/Dominican_Republic/1989/Yale-DH113	Vogels_2023	Yale	1989-06-11	Dominican-Republic	Caribbean	4	4_II	4II_B
KY474335.1	00151-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	South-America	4	4_II	4II_B
OK605770.1	DENV4-4_FSE_2098	Tamura_2022	NCBI	2006-XX-XX	Ecuador	South-America	4	4_II	4II_B
DENV4/El_Salvador/2022-08-24/Yale-DN01037	230081	FL-DPH	Yale	2022-08-24	El-Salvador	Central-America	4	4_II	4II_B
DH114	TVP-2174	Ott_2021	Yale	1987-XX-XX	El-Salvador	Central-America	4	4_II	4II_B
OQ821646.1	DENV4/El_Salvador/2022-08-24/Yale-DN01037	Vogels_2023	Yale	2022-08-24	El-Salvador	Central-America	4	4_II	4II_B
OR389346.1	DENV4/El_Salvador/1987/Yale-DH114	Vogels_2023	Yale	1987-06-09	El-Salvador	Central-America	4	4_II	4II_B
MN192436.1	Manatee_Florida_USA/MAG1/2016	Boyles_2020	NCBI	2016-XX-XX	Florida(USA)	North-America	4	4_II	4II_B
OR162320.1	DENV-4/USA/FL-BPHL-0031/2022	FL-DPH	NCBI	2022-11-15	Florida(USA)	North-America	4	4_II	4II_B
US/DB410/2022	230685	FL-DPH	CDC	2022-11-03	Florida(USA)	North-America	4	4_II	4II_B
JQ915081.1	PF09/290109-69	Aubry_2013	NCBI	2009-01-29	French-Polynesia	Pacific	4	4_II_related	4II_A
JQ915082.1	PF09/230309-126	Aubry_2013	NCBI	2009-03-23	French-Polynesia	Pacific	4	4_II_related	4II_A
JQ915083.1	PF09/080409-93	Aubry_2013	NCBI	2009-04-08	French-Polynesia	Pacific	4	4_II_related	4II_A
JQ915084.1	PF10/150610-28	Aubry_2013	NCBI	2010-06-15	French-Polynesia	Pacific	4	4_II_related	4II_A
DENV4/Haiti/2013-09-06/Yale-DN00334	190446	FL-DPH	Yale	2013-09-06	Haiti	Caribbean	4	4_II	4II_B
JF262782.1	Haiti73	Rossi_2012	NCBI	1994-XX-XX	Haiti	Caribbean	4	4_II	4II_B
KP140942.1	MRS/6169642904/2014	Baronti_2015	NCBI	2014-09-11	Haiti	Caribbean	4	4_II	4II_B
KT276273.1	Haiti/0324/2014	Lednicky_2015	NCBI	2014-09-08	Haiti	Caribbean	4	4_II	4II_B
MK514144.1	Homo sapiens/Haiti-0075/2015	Stephenson_2019	NCBI	2015-01-28	Haiti	Caribbean	4	4_II	4II_B
DH115	G_11337	Ott_2021	Yale	1961-XX-XX	India	South-Asia	4	4_II	4II_B
DH116	611319	Ott_2021	Yale	1961-XX-XX	India	South-Asia	4	4_unassigned	4I
DH117	I_654219-1	Ott_2021	Yale	1965-XX-XX	India	South-Asia	4	4_unassigned	4I
JF262783.1	INDIA G11337	Rossi_2012	NCBI	1961-XX-XX	India	South-Asia	4	4_unassigned	4I
JQ922558.1	DENV-4/IND/624000/1962	Jayashri_2013	NCBI	1962-XX-XX	India	South-Asia	4	4_I_related	4I
JQ922559.1	DENV-4/IND/793679/1979	Jayashri_2013	NCBI	1979-XX-XX	India	South-Asia	4	4_I	4I_B
JQ922560.1	DENV-4/IND/0952326/2009	Jayashri_2013	NCBI	2009-XX-XX	India	South-Asia	4	4_I	4I_B.2
KU509287.1	DENV4-3274	Shihada_2017	NCBI	2009-XX-XX	India	South-Asia	4	4_I	4I_B.2
KX845005.1	UOH_23916	Vaddadi_2017	NCBI	2015-XX-XX	India	South-Asia	4	4_I	4I_B.2
LC069810.1	D4/Hu/India/NIID48/2009	Kato_2016	NCBI	2009-XX-XX	India	South-Asia	4	4_II_related	4II_A
MG272272.1	D4/IND/PUNE/IRSHA-FG-01/1028	Shrivastava_2018	NCBI	2016-XX-XX	India	South-Asia	4	4_I	4I_B.1
MG272273.1	D4/IND/PUNE/IRSHA-FG-02/S-41	Shrivastava_2018	NCBI	2016-XX-XX	India	South-Asia	4	4_I	4I_B.1
MG272274.1	D4/IND/PUNE/IRSHA-FG-03/S-49	Shrivastava_2018	NCBI	2016-XX-XX	India	South-Asia	4	4_I	4I_B.1
MH891769.1	MCVR4454AC/2017	Sabeena_2019	NCBI	2017-07-08	India	South-Asia	4	4_I	4I_B.1
MK654681.1	R1_BC09_SP50_Blr_IND_04062017	Patil_2020	NCBI	2017-06-04	India	South-Asia	4	4_I	4I_B.1
MK858142.2	FT_J109_S23_R2_DENV4	Pattabiraman_2020	NCBI	2016-08-05	India	South-Asia	4	4_I	4I_B.1
MK858144.1	FT_DNS1_499_S95	Pattabiraman_2020	NCBI	2016-11-03	India	South-Asia	4	4_I	4I_B.1
MK858145.1	FT_DNS1_478_S80_R3	Pattabiraman_2020	NCBI	2016-10-09	India	South-Asia	4	4_I	4I_B.1
MK858146.2	FT_DNS1_464_S26_R3	Pattabiraman_2020	NCBI	2016-07-03	India	South-Asia	4	4_I	4I_B.2
MK858147.1	FT_C030_S43_R	Pattabiraman_2020	NCBI	2016-08-03	India	South-Asia	4	4_I	4I_B.1
MN239487.1	FT_MD_139_R4	Jagtap_2020	NCBI	2018-11-09	India	South-Asia	4	4_I	4I_B.1
MN239489.1	FT_MD_11_R4	Jagtap_2020	NCBI	2017-05-10	India	South-Asia	4	4_I	4I_B.1
MW192825.1	6054	Tiraki_2021	NCBI	2017-07-XX	India	South-Asia	4	4_I	4I_B.1
OM639994.1	MCL-21-H-11390_8505	Yadav_2022	NCBI	2021-11-16	India	South-Asia	4	4_I	4I_B.1
OM639995.1	MCL-21-H-11373_8496	Yadav_2022	NCBI	2021-11-16	India	South-Asia	4	4_I	4I_B.1
OM639996.1	MCL-21-H-11374_8497	Yadav_2022	NCBI	2021-11-16	India	South-Asia	4	4_I	4I_B.1
OM639997.1	MCL-21-H-11387_8503	Yadav_2022	NCBI	2021-11-16	India	South-Asia	4	4_I	4I_B.1
OM639998.1	MCL-21-H-11443_8516	Yadav_2022	NCBI	2021-11-16	India	South-Asia	4	4_I	4I_B.1
OM639999.1	MCL-21-H-12138_8533	Yadav_2022	NCBI	2021-11-29	India	South-Asia	4	4_I	4I_B.1
OM640000.1	MCL-21-H-11473_8521	Yadav_2022	NCBI	2021-11-16	India	South-Asia	4	4_I	4I_B.1
ON123668.1	THSTI-TRC-DENV4-04	Maurya_2022	NCBI	2018-XX-XX	India	South-Asia	4	4_I	4I_B.1
ON799402.1	THSTI-TRC-DENV4-01	Maurya_2022	NCBI	2020-XX-XX	India	South-Asia	4	4_I	4I_B.1
ON799403.1	THSTI-TRC-DENV4-02	Maurya_2022	NCBI	2018-XX-XX	India	South-Asia	4	4_I	4I_B.1
OP310809.1	THSTI-TRC-DENV4-07	Agrawal_2022	NCBI	2018-XX-XX	India	South-Asia	4	4_I	4I_B.1
OP310810.1	THSTI-TRC-DENV4-08	Agrawal_2022	NCBI	2018-XX-XX	India	South-Asia	4	4_I	4I_B.1
OP310811.1	THSTI-TRC-DENV4-05	Agrawal_2022	NCBI	2018-XX-XX	India	South-Asia	4	4_I	4I_B.1
OP809584.1	THSTI-TRC-DENV4-09	Agrawal_2022	NCBI	2021-XX-XX	India	South-Asia	4	4_I	4I_B.1
OP809585.1	THSTI-TRC-DENV4-10	Agrawal_2022	NCBI	2021-XX-XX	India	South-Asia	4	4_I	4I_B.1
OP809586.1	THSTI-TRC-DENV4-11	Agrawal_2022	NCBI	2021-XX-XX	India	South-Asia	4	4_I	4I_B.1
OP809587.1	THSTI-TRC-DENV4-12	Agrawal_2022	NCBI	2021-XX-XX	India	South-Asia	4	4_I	4I_B.1
OP809588.1	THSTI-TRC-DENV4-13	Agrawal_2022	NCBI	2021-XX-XX	India	South-Asia	4	4_I	4I_B.1
OP809589.1	THSTI-TRC-DENV4-14	Agrawal_2022	NCBI	2021-XX-XX	India	South-Asia	4	4_I	4I_B.1
OP809590.1	THSTI-TRC-DENV4-15	Agrawal_2022	NCBI	2021-XX-XX	India	South-Asia	4	4_I	4I_B.1
OP809591.1	THSTI-TRC-DENV4-16	Agrawal_2022	NCBI	2021-XX-XX	India	South-Asia	4	4_I	4I_B.1
OP809592.1	THSTI-TRC-DENV4-17	Agrawal_2022	NCBI	2021-XX-XX	India	South-Asia	4	4_I	4I_B.1
