strain	Sample_ID	Sample_Source	Data_Source	date	Location	Region	Serotype	Sero_Geno	Lineage
MT862863.1	891	Wallau_2020	NCBI	2018-06-17	Brazil	South-America	1	1_V	1V_E
MT862864.1	736	Wallau_2020	NCBI	2018-05-13	Brazil	South-America	1	1_V	1V_E
MT862865.1	1428	Wallau_2020	NCBI	2019-05-29	Brazil	South-America	1	1_V	1V_E
MT862866.1	1423	Wallau_2020	NCBI	2019-06-18	Brazil	South-America	1	1_V	1V_E
MT862867.1	1387	Wallau_2020	NCBI	2019-06-18	Brazil	South-America	1	1_V	1V_E
MT862868.1	1453	Wallau_2020	NCBI	2019-06-14	Brazil	South-America	1	1_V	1V_E
MT862869.1	1383	Wallau_2020	NCBI	2019-06-18	Brazil	South-America	1	1_V	1V_E
MT862870.1	1287	Wallau_2020	NCBI	2019-05-06	Brazil	South-America	1	1_V	1V_E
MT862871.1	761	Wallau_2020	NCBI	2018-05-26	Brazil	South-America	1	1_V	1V_E
MT862872.1	840	Wallau_2020	NCBI	2018-06-20	Brazil	South-America	1	1_V	1V_E
MT862873.1	954	Wallau_2020	NCBI	2018-10-01	Brazil	South-America	1	1_V	1V_E
MT862874.1	810	Wallau_2020	NCBI	2018-06-07	Brazil	South-America	1	1_V	1V_E
MT862875.1	735	Wallau_2020	NCBI	2018-05-13	Brazil	South-America	1	1_V	1V_E
MT862876.1	731	Wallau_2020	NCBI	2018-05-12	Brazil	South-America	1	1_V	1V_E
MT862877.1	854	Wallau_2020	NCBI	2018-06-16	Brazil	South-America	1	1_V	1V_E
MT862878.1	832	Wallau_2020	NCBI	2018-06-01	Brazil	South-America	1	1_V	1V_E
MT862879.1	782	Wallau_2020	NCBI	2018-05-18	Brazil	South-America	1	1_V	1V_E
MT862880.1	760	Wallau_2020	NCBI	2018-05-27	Brazil	South-America	1	1_V	1V_E
MT862881.1	762	Wallau_2020	NCBI	2018-05-26	Brazil	South-America	1	1_V	1V_E
MT862882.1	742	Wallau_2020	NCBI	2018-06-04	Brazil	South-America	1	1_V	1V_E
MT862883.1	638	Wallau_2020	NCBI	2018-04-23	Brazil	South-America	1	1_V	1V_E
MT862884.1	711	Wallau_2020	NCBI	2018-05-04	Brazil	South-America	1	1_V	1V_E
MT862885.1	709	Wallau_2020	NCBI	2018-05-09	Brazil	South-America	1	1_V	1V_E
MT862886.1	706	Wallau_2020	NCBI	2018-05-04	Brazil	South-America	1	1_V	1V_E
MT862887.1	1005	Wallau_2020	NCBI	2018-11-28	Brazil	South-America	1	1_V	1V_E
MT862888.1	894	Wallau_2020	NCBI	2018-06-03	Brazil	South-America	1	1_V	1V_E
MT862889.1	634	Wallau_2020	NCBI	2018-04-21	Brazil	South-America	1	1_V	1V_E
MT862890.1	636	Wallau_2020	NCBI	2018-04-22	Brazil	South-America	1	1_V	1V_E
MT862891.1	639	Wallau_2020	NCBI	2018-04-21	Brazil	South-America	1	1_V	1V_E
MT862892.1	705	Wallau_2020	NCBI	2018-05-07	Brazil	South-America	1	1_V	1V_E
MT862893.1	635	Wallau_2020	NCBI	2018-04-21	Brazil	South-America	1	1_V	1V_E
MT862894.1	640	Wallau_2020	NCBI	2018-04-22	Brazil	South-America	1	1_V	1V_E
MT862895.1	644	Wallau_2020	NCBI	2018-04-20	Brazil	South-America	1	1_V	1V_E
MT929528.1	GO03	Adelino_2021	NCBI	2015-11-06	Brazil	South-America	1	1_V	1V_F
MT929530.1	OPAS41	Adelino_2021	NCBI	2019-01-16	Brazil	South-America	1	1_V	1V_F
MT929531.1	OPAS42	Adelino_2021	NCBI	2019-01-17	Brazil	South-America	1	1_V	1V_F
MT929532.1	OPAS43	Adelino_2021	NCBI	2019-01-17	Brazil	South-America	1	1_V	1V_F
MT929533.1	OPAS44	Adelino_2021	NCBI	2019-01-18	Brazil	South-America	1	1_V	1V_F
MT929534.1	OPAS45	Adelino_2021	NCBI	2019-01-17	Brazil	South-America	1	1_V	1V_F
MT929535.1	OPAS46	Adelino_2021	NCBI	2019-01-17	Brazil	South-America	1	1_V	1V_F
MT929536.1	OPAS47	Adelino_2021	NCBI	2019-01-18	Brazil	South-America	1	1_V	1V_F
MT929537.1	OPAS48	Adelino_2021	NCBI	2019-01-17	Brazil	South-America	1	1_V	1V_F
MT929539.1	OPAS50	Adelino_2021	NCBI	2019-01-15	Brazil	South-America	1	1_V	1V_F
MT929541.1	OPAS57	Adelino_2021	NCBI	2019-04-08	Brazil	South-America	1	1_V	1V_F
MT929543.1	OPAS60	Adelino_2021	NCBI	2019-01-09	Brazil	South-America	1	1_V	1V_F
MT929544.1	OPAS61	Adelino_2021	NCBI	2019-02-06	Brazil	South-America	1	1_V	1V_F
MT929546.1	OPAS63	Adelino_2021	NCBI	2019-05-16	Brazil	South-America	1	1_V	1V_F
MT929547.1	OPAS64	Adelino_2021	NCBI	2019-03-27	Brazil	South-America	1	1_V	1V_F
MT929548.1	OPAS65	Adelino_2021	NCBI	2019-05-14	Brazil	South-America	1	1_V	1V_F
MT929549.1	OPAS90	Adelino_2021	NCBI	2016-02-13	Brazil	South-America	1	1_V	1V_E
MT929550.1	OPAS92	Adelino_2021	NCBI	2016-03-14	Brazil	South-America	1	1_V	1V_A
MT929552.1	OPAS100	Adelino_2021	NCBI	2018-04-12	Brazil	South-America	1	1_V	1V_A
MT929554.1	OPAS102	Adelino_2021	NCBI	2018-03-22	Brazil	South-America	1	1_V	1V_A
MT929555.1	OPAS103	Adelino_2021	NCBI	2018-07-05	Brazil	South-America	1	1_V	1V_A
MT929556.1	OPAS131	Adelino_2021	NCBI	2019-03-07	Brazil	South-America	1	1_V	1V_E
MT929559.1	OPAS134	Adelino_2021	NCBI	2019-04-09	Brazil	South-America	1	1_V	1V_F
MT929561.1	OPAS136	Adelino_2021	NCBI	2019-02-15	Brazil	South-America	1	1_V	1V_E
MT929571.1	OPAS155	Adelino_2021	NCBI	2019-05-09	Brazil	South-America	1	1_V	1V_E
MT929573.1	OPAS157	Adelino_2021	NCBI	2019-04-05	Brazil	South-America	1	1_V	1V_E
MT929574.1	OPAS158	Adelino_2021	NCBI	2019-07-18	Brazil	South-America	1	1_V	1V_E
MT929577.1	OPAS165	Adelino_2021	NCBI	2017-03-21	Brazil	South-America	1	1_V	1V_F
MT929578.1	OPAS167	Adelino_2021	NCBI	2017-05-09	Brazil	South-America	1	1_V	1V_E
MT929579.1	OPAS168	Adelino_2021	NCBI	2017-05-08	Brazil	South-America	1	1_V	1V_E
MT929580.1	OPAS169	Adelino_2021	NCBI	2017-05-08	Brazil	South-America	1	1_V	1V_E
MT929584.1	OPAS175	Adelino_2021	NCBI	2016-02-20	Brazil	South-America	1	1_V	1V_F
MW208043.1	USP-CB-53	Brito_2020	Yale	2018-11-11	Brazil	South-America	1	1_V	1V_A
MW208044.1	USP-CB-54	Brito_2020	Yale	2018-11-18	Brazil	South-America	1	1_V	1V_A
MW208056.1	USP-CB-111	Brito_2020	Yale	2019-06-05	Brazil	South-America	1	1_V	1V_E
MW377899.1	DENV-1/AP/BR/233	Ribeiro_2020	NCBI	2014-12-10	Brazil	South-America	1	1_V	1V_F
MW377900.1	DENV-1/AP/BR/236	Ribeiro_2020	NCBI	2014-10-24	Brazil	South-America	1	1_V	1V_F
MW377901.1	DENV-1/AP/BR/338	Ribeiro_2020	NCBI	2015-02-23	Brazil	South-America	1	1_V	1V_F
MW377902.1	DENV-1/AP/BR/460	Ribeiro_2020	NCBI	2014-07-07	Brazil	South-America	1	1_V	1V_F
MW377903.1	DENV-1/AP/BR/464	Ribeiro_2020	NCBI	2014-09-14	Brazil	South-America	1	1_V	1V_F
MW377904.1	DENV-1/AP/BR/494	Ribeiro_2020	NCBI	2015-06-19	Brazil	South-America	1	1_V	1V_F
MW377906.1	DENV-1/AP/BR/514A	Ribeiro_2020	NCBI	2015-07-10	Brazil	South-America	1	1_V	1V_F
MW377907.1	DENV-1/AP/BR/542	Ribeiro_2020	NCBI	2015-02-23	Brazil	South-America	1	1_V	1V_F
MW377908.1	DENV-1/AP/BR/553	Ribeiro_2020	NCBI	2015-02-25	Brazil	South-America	1	1_V	1V_F
MW377909.1	DENV-1/AP/BR/612	Ribeiro_2020	NCBI	2015-02-27	Brazil	South-America	1	1_V	1V_F
OK605754.1	DENV1-2_BE_H_584526	Tamura_2022	NCBI	1997-XX-XX	Brazil	South-America	1	1_V	1V
ON426261.1	46425	Sacchi_2022	NCBI	2021-04-26	Brazil	South-America	1	1_V	1V_E
ON426262.1	NS10022	Sacchi_2022	NCBI	2021-05-25	Brazil	South-America	1	1_V	1V_E
ON426263.1	NS10073	Sacchi_2022	NCBI	2021-06-01	Brazil	South-America	1	1_V	1V_E
ON426264.1	NS10078	Sacchi_2022	NCBI	2021-06-01	Brazil	South-America	1	1_V	1V_E
ON426265.1	NS10084	Sacchi_2022	NCBI	2021-05-25	Brazil	South-America	1	1_V	1V_E
ON426266.1	NS10085	Sacchi_2022	NCBI	2021-05-31	Brazil	South-America	1	1_V	1V_E
ON426267.1	NS10089	Sacchi_2022	NCBI	2021-05-26	Brazil	South-America	1	1_V	1V_E
ON426268.1	NS10682	Sacchi_2022	NCBI	2022-01-13	Brazil	South-America	1	1_V	1V_E
ON426269.1	NS10805	Sacchi_2022	NCBI	2022-01-28	Brazil	South-America	1	1_V	1V_E
ON426270.1	NS10810	Sacchi_2022	NCBI	2022-01-31	Brazil	South-America	1	1_V	1V_E
ON426271.1	NS10851	Sacchi_2022	NCBI	2022-02-09	Brazil	South-America	1	1_V	1V_E
ON426272.1	NS10862	Sacchi_2022	NCBI	2022-02-09	Brazil	South-America	1	1_V	1V_E
ON426273.1	NS10908	Sacchi_2022	NCBI	2022-02-16	Brazil	South-America	1	1_V	1V_A
ON426274.1	NS10928	Sacchi_2022	NCBI	2022-02-21	Brazil	South-America	1	1_V	1V_E
ON426275.1	NS10949	Sacchi_2022	NCBI	2022-02-21	Brazil	South-America	1	1_V	1V_E
ON426276.1	NS10957	Sacchi_2022	NCBI	2022-03-02	Brazil	South-America	1	1_V	1V_E
ON426277.1	NS10973	Sacchi_2022	NCBI	2022-02-22	Brazil	South-America	1	1_V	1V_E
ON426278.1	NS10977	Sacchi_2022	NCBI	2022-02-24	Brazil	South-America	1	1_V	1V_E
ON426279.1	NS10979	Sacchi_2022	NCBI	2022-02-21	Brazil	South-America	1	1_V	1V_E
ON426280.1	NS10991	Sacchi_2022	NCBI	2022-03-07	Brazil	South-America	1	1_V	1V_E
ON426281.1	NS10998	Sacchi_2022	NCBI	2022-03-07	Brazil	South-America	1	1_V	1V_E
ON426282.1	NS11005	Sacchi_2022	NCBI	2022-03-08	Brazil	South-America	1	1_V	1V_E
ON426283.1	NS11047	Sacchi_2022	NCBI	2022-03-14	Brazil	South-America	1	1_V	1V_A
ON426284.1	NS11094	Sacchi_2022	NCBI	2022-03-11	Brazil	South-America	1	1_V	1V_E
ON426285.1	NS11131	Sacchi_2022	NCBI	2022-02-23	Brazil	South-America	1	1_V	1V_E
ON426286.1	NS11151	Sacchi_2022	NCBI	2022-03-11	Brazil	South-America	1	1_V	1V_E
ON426287.1	NS11174	Sacchi_2022	NCBI	2022-03-04	Brazil	South-America	1	1_V	1V_E
ON426288.1	NS11202	Sacchi_2022	NCBI	2022-02-17	Brazil	South-America	1	1_V	1V_E
ON426289.1	NS11210	Sacchi_2022	NCBI	2022-02-25	Brazil	South-America	1	1_V	1V_E
ON426290.1	NS11237	Sacchi_2022	NCBI	2022-03-16	Brazil	South-America	1	1_V	1V_E
ON426291.1	NS11238	Sacchi_2022	NCBI	2022-03-11	Brazil	South-America	1	1_V	1V_E
ON426292.1	NS6378	Sacchi_2022	NCBI	2020-01-22	Brazil	South-America	1	1_V	1V_C
ON426293.1	NS8014	Sacchi_2022	NCBI	2020-02-09	Brazil	South-America	1	1_V	1V_A
ON426294.1	NS8530	Sacchi_2022	NCBI	2021-01-20	Brazil	South-America	1	1_V	1V_E
ON426295.1	NS8898	Sacchi_2022	NCBI	2021-02-18	Brazil	South-America	1	1_V	1V_E
ON426296.1	NS8902	Sacchi_2022	NCBI	2021-02-21	Brazil	South-America	1	1_V	1V_E
ON426297.1	NS9023	Sacchi_2022	NCBI	2021-03-15	Brazil	South-America	1	1_V	1V_A
ON426298.1	NS9062	Sacchi_2022	NCBI	2021-03-15	Brazil	South-America	1	1_V	1V_E
ON426299.1	NS9136	Sacchi_2022	NCBI	2021-03-20	Brazil	South-America	1	1_V	1V_A
ON426300.1	NS9144	Sacchi_2022	NCBI	2021-03-26	Brazil	South-America	1	1_V	1V_D.2
ON426301.1	NS9197	Sacchi_2022	NCBI	2021-03-16	Brazil	South-America	1	1_V	1V_E
ON426302.1	NS9225	Sacchi_2022	NCBI	2021-03-24	Brazil	South-America	1	1_V	1V_E
ON426303.1	NS9237	Sacchi_2022	NCBI	2021-03-23	Brazil	South-America	1	1_V	1V_E
ON426304.1	NS9257	Sacchi_2022	NCBI	2021-04-04	Brazil	South-America	1	1_V	1V_E
ON426305.1	NS9277	Sacchi_2022	NCBI	2021-03-26	Brazil	South-America	1	1_V	1V_F
ON426306.1	NS9278	Sacchi_2022	NCBI	2021-03-23	Brazil	South-America	1	1_V	1V_E
