strain	Sample_ID	Sample_Source	Data_Source	date	Location	Region	Serotype	Sero_Geno	Lineage
KC762678.1	MKS-WS73	Sasmono_2015	NCBI	2010-03-04	Indonesia	Southeast-Asia	2	2_II	2II_E
MN589868.1	147denv2_BR_Rj	Torres_2019	NCBI	2010-03-09	Brazil	South-America	2	2_III	2III_C
MW577842.1	196	Torres_2021	NCBI	2010-03-24	Brazil	South-America	2	2_III	2III_C
JX286524.1	DGV106	Romano_2013	NCBI	2010-04-15	Brazil	South-America	2	2_III	2III_C
KY794785.1	100511	Luang-Suarkia_2018	NCBI	2010-05-11	Papua-New-Guinea	Pacific	2	2_II	2II_E.2
KY849767.1	UI17564	Castonguay-Vanier_2018	NCBI	2010-07-26	Laos	Southeast-Asia	2	2_V	2V_A
DENV2/Puerto_Rico/2010-07-30/Yale-DN00258	190356	FL-DPH	Yale	2010-07-30	Puerto-Rico	Caribbean	2	2_III	2III_B
MH450310.1	DENVEN-CC0007	Lizarazo_2018	NCBI	2010-08-31	Venezuela	South-America	2	2_III	2III_D.2
KY427084.1	RGCB880/2010	Singh_2017	NCBI	2010-09-01	India	South-Asia	2	2_II_related	2II_A.2.2
KC294223.1	DENV-2/PE/NFI1159/2010	Williams_2014	NCBI	2010-10-19	Peru	South-America	2	2_III	2III_C
KC294219.1	DENV-2/PE/IQA_1995/2010	Williams_2014	NCBI	2010-10-21	Peru	South-America	2	2_III	2III_C
KF360005.1	DENV-2/PK	Akram_2013	NCBI	2010-11-01	Pakistan	South-Asia	2	2_II_related	2II_A.1
KC294217.1	DENV-2/PE/FSL_4862/2010	Williams_2014	NCBI	2010-11-22	Peru	South-America	2	2_III	2III_C
KC294202.1	DENV-2/PE/FPI00073/2010	Williams_2014	NCBI	2010-12-13	Peru	South-America	2	2_III	2III_C
KC294203.1	DENV-2/PE/FPI00154/2010	Williams_2014	NCBI	2010-12-29	Peru	South-America	2	2_III	2III_C
KY427085.1	RGCB921/2011	Singh_2017	NCBI	2011-01-03	India	South-Asia	2	2_II_related	2II_A.1
KC294205.1	DENV-2/PE/FPI0492/2011	Williams_2014	NCBI	2011-01-18	Peru	South-America	2	2_III	2III_C
KC294218.1	DENV-2/PE/IDA_1081/2011	Williams_2014	NCBI	2011-01-24	Peru	South-America	2	2_III	2III_C
MN589872.1	153denv2_BR_Rj	Torres_2019	NCBI	2011-02-16	Brazil	South-America	2	2_III	2III_C
MW577834.1	188	Torres_2021	NCBI	2011-02-16	Brazil	South-America	2	2_III	2III_C
KC294208.1	DENV-2/PE/FPI01345/2011	Williams_2014	NCBI	2011-02-23	Peru	South-America	2	2_III	2III_C
KC294211.1	DENV-2/PE/FPI01695/2011	Williams_2014	NCBI	2011-04-04	Peru	South-America	2	2_III	2III_C
MW577840.1	194	Torres_2021	NCBI	2011-04-07	Brazil	South-America	2	2_III	2III_C
MN589876.1	157denv2_BR_Rj	Torres_2019	NCBI	2011-04-20	Brazil	South-America	2	2_III	2III_C
KC294214.1	DENV-2/PE/FPI01915/2011	Williams_2014	NCBI	2011-05-11	Peru	South-America	2	2_III	2III_C
MN589873.1	154denv2_BR_Rj	Torres_2019	NCBI	2011-05-18	Brazil	South-America	2	2_III	2III_C
ON046275.1	00825_11	Klungthong_2022	NCBI	2011-07-12	Thailand	Southeast-Asia	2	2_V	2V_A
PP269846.1	DENV2/Viet_Nam/2011-10-31/Yale-DN01712	OUCRU	Yale	2011-10-31	Vietnam	Southeast-Asia	2	2_V	2V_A
PP269840.1	DENV2/Viet_Nam/2012-03-15/Yale-DN01608	OUCRU	Yale	2012-03-15	Vietnam	Southeast-Asia	2	2_V	2V_A
MN448698.1	KDH0280A_ST_08/29/2012	Berry_2020	NCBI	2012-08-28	Thailand	Southeast-Asia	2	2_V	2V_A
MH822947.1	T5_S62_DENV2	Kar_2018	NCBI	2012-09-24	India	South-Asia	2	2_II_related	2II_A.1
KP188551.1	BR/SJRP/567/2012	Vedovello_2016	NCBI	2012-10-31	Brazil	South-America	2	2_III	2III_C
KP188552.1	BR/SJRP/572/2012	Vedovello_2016	NCBI	2012-11-28	Brazil	South-America	2	2_III	2III_C
KF479233.1	QHD13CAIQ	Ma_2013	NCBI	2013-01-04	China	East-Asia	2	2_II_related	2II_A.1
KP188553.1	BR/SJRP/615/2013	Vedovello_2016	NCBI	2013-01-10	Brazil	South-America	2	2_III	2III_C
KP188554.1	BR/SJRP/779/2013	Vedovello_2016	NCBI	2013-02-04	Brazil	South-America	2	2_III	2III_C
KP188555.1	BR/SJRP/846/2013	Vedovello_2016	NCBI	2013-02-07	Brazil	South-America	2	2_III	2III_C
KP188556.1	BR/SJRP/869/2013	Vedovello_2016	NCBI	2013-02-08	Brazil	South-America	2	2_III	2III_C
OQ603269.1	422091	Laiton-Donato_2013	NCBI	2013-02-23	Colombia	Colombia	2	2_III	2III_D.2
OQ603270.1	422641	Laiton-Donato_2013	NCBI	2013-03-24	Colombia	Colombia	2	2_III	2III_D
PP269851.1	DENV2/Viet_Nam/2013-03-28/Yale-DN01749	OUCRU	Yale	2013-03-28	Vietnam	Southeast-Asia	2	2_V	2V
OQ603271.1	423887	Laiton-Donato_2013	NCBI	2013-04-20	Colombia	Colombia	2	2_III	2III_D.3
KU517845.1	PG-CN10-13	Zhang_2016	NCBI	2013-04-23	Papua-New-Guinea	Pacific	2	2_II	2II_E.2
PP320854.1	18085	Klitting_2024	NCBI	2013-07-03	France	Europe	2	2_III	2III_C.1
OQ603272.1	425334	Laiton-Donato_2013	NCBI	2013-07-09	Colombia	Colombia	2	2_III	2III_D.3
OQ603273.1	425817	Laiton-Donato_2013	NCBI	2013-08-06	Colombia	Colombia	2	2_III	2III_D
OQ603274.1	425819	Laiton-Donato_2013	NCBI	2013-08-07	Colombia	Colombia	2	2_III	2III_D
MH822951.1	T46_S75_DENV2	Kar_2018	NCBI	2013-09-04	India	South-Asia	2	2_II_related	2II_A.2.1
OQ603275.1	426553_D2	Laiton-Donato_2013	NCBI	2013-09-18	Colombia	Colombia	2	2_III	2III_D.2
KJ010186.1	DENV-2/PK/2013	Akram_2014	NCBI	2013-10-02	Pakistan	South-Asia	2	2_II_related	2II_A.1
OQ603276.1	427493	Laiton-Donato_2013	NCBI	2013-10-26	Colombia	Colombia	2	2_III	2III_D
DENV2/Cuba/2013-12-01/Yale-DN00325	190053	FL-DPH	Yale	2013-12-01	Cuba	Caribbean	2	2_III	2III_D.1.2
DENV2/Dominican_Republic/2014-01-12/Yale-DN00323	190024	FL-DPH	Yale	2014-01-12	Dominican-Republic	Caribbean	2	2_III	2III_C
KJ830750.1	Jeddah-2014	Azhar_2014	NCBI	2014-01-13	Saudi-Arabia	Middle-East-NA	2	2_II_related	2II_A.1
OQ603278.1	428702	Laiton-Donato_2014	NCBI	2014-01-14	Colombia	Colombia	2	2_III	2III_D
DENV2/Puerto_Rico/2014-02-09/Yale-DN00316	190276	FL-DPH	Yale	2014-02-09	Puerto-Rico	Caribbean	2	2_III	2III_C.2
KP188569.1	BR/SJRP/2298/2014	Vedovello_2016	NCBI	2014-04-03	Brazil	South-America	2	2_III	2III_C
KU517846.1	ID-CN18-14	Zhang_2016	NCBI	2014-05-07	Indonesia	Southeast-Asia	2	2_II	2II_F.2.1
MZ130526.1	14052110	Selhorst_2014	NCBI	2014-05-21	Tanzania	Sub-Saharan-Africa	2	2_II	2II_D.1
KY415992.1	Homo sapiens/Haiti-0078/2014	White_2017	NCBI	2014-06-11	Haiti	Caribbean	2	2_III	2III_C
MH456897.1	DENV2/KLF/002/2014	Kamau_2018	NCBI	2014-07-09	Kenya	Sub-Saharan-Africa	2	2_II_related	2II_A.2.2
MF004385.1	Toulon_CNR_25679/2014	Baronti_2018	NCBI	2014-09-06	France	Europe	2	2_II	2II_D.3
OQ603279.1	434321	Laiton-Donato_2014	NCBI	2014-09-18	Colombia	Colombia	2	2_III	2III_D
MN018356.1	D14070	Wu_2020	NCBI	2014-09-23	China	East-Asia	2	2_II	2II_F
DENV2/Honduras/2014-10-14/Yale-DN00183	190062	FL-DPH	Yale	2014-10-14	Honduras	Central-America	2	2_III	2III_D.1.2
MZ130523.1	14101952	Selhorst_2014	NCBI	2014-10-20	Cameroon	Sub-Saharan-Africa	2	2_III	2III_C
PP269856.1	DENV2/Viet_Nam/2014-11-03/Yale-DN01811	OUCRU	Yale	2014-11-03	Vietnam	Southeast-Asia	2	2_II	2II_A.1
ON714337.1	FVM00186/VEN/2015	Cruz_2022	NCBI	2015-01-29	Venezuela	South-America	2	2_III	2III_D.2
MN462633.1	00240-P_12914-2015_05_07	Berry_2020	NCBI	2015-04-28	Ecuador	South-America	2	2_III	2III_D.3
MN462636.1	00265-P_12916-2015_05_27	Berry_2020	NCBI	2015-05-27	Ecuador	South-America	2	2_III	2III_D.3
MN462637.1	00280-P_12917-2015-06-23	Berry_2020	NCBI	2015-06-23	Ecuador	South-America	2	2_III	2III_D.3
MN462634.1	00234-P_12913-2015_04_28	Berry_2020	NCBI	2015-07-05	Ecuador	South-America	2	2_III	2III_D.3
KY672953.1	DENV-2/China/YN/JH1515/2015/	Hu_2019	NCBI	2015-07-20	China	East-Asia	2	2_II_related	2II_A.1
KU517847.1	PH-CN77-15	Zhang_2016	NCBI	2015-08-03	Philippines	Southeast-Asia	2	2_II	2II_F.1
OQ603280.1	449277	Laiton-Donato_2015	NCBI	2015-08-20	Colombia	Colombia	2	2_III	2III_D
OQ603282.1	449418	Laiton-Donato_2015	NCBI	2015-08-25	Colombia	Colombia	2	2_III	2III_D
DENV2/Venezuela/2015-08-31/Yale-DN00199	190182	FL-DPH	Yale	2015-08-31	Venezuela	South-America	2	2_III	2III_D.2
OQ603283.1	449510	Laiton-Donato_2015	NCBI	2015-09-05	Colombia	Colombia	2	2_III	2III_D
OR593378.1	D2/TW/21719/2015	Cheng_2015	NCBI	2015-09-11	Taiwan	East-Asia	2	2_II	2II_D.3
MH450295.1	IDAMS-910105	Lizarazo_2018	NCBI	2015-09-22	Venezuela	South-America	2	2_III	2III_D.2
MN462632.1	00221-P_12912-2015_04_10	Berry_2020	NCBI	2015-10-04	Ecuador	South-America	2	2_III	2III_D.3
MH069496.1	DENV-2/VE/IDAMS/921096	Lizarazo_2018	NCBI	2015-10-26	Venezuela	South-America	2	2_III	2III_D.2
MH450302.1	IDAMS-910135	Lizarazo_2018	NCBI	2015-10-27	Venezuela	South-America	2	2_III	2III_D.2
DENV2/Haiti/2015-10-28/Yale-DN00190	190130	FL-DPH	Yale	2015-10-28	Haiti	Caribbean	2	2_III	2III_C.1.2
OQ603288.1	452018	Laiton-Donato_2015	NCBI	2015-11-01	Colombia	Colombia	2	2_III	2III_D
PP269923.1	DENV2/Viet_Nam/2015-11-23/Yale-DN01988	OUCRU	Yale	2015-11-23	Vietnam	Southeast-Asia	2	2_V	2V_A
OQ603289.1	457058	Laiton-Donato_2016	NCBI	2016-01-04	Colombia	Colombia	2	2_III	2III_D.2
OQ603291.1	468118	Laiton-Donato_2016	NCBI	2016-01-16	Colombia	Colombia	2	2_III	2III_D
DENV2/Venezuela/2016-01-23/Yale-DN00061	190156	FL-DPH	Yale	2016-01-23	Venezuela	South-America	2	2_III	2III_D.2
MT929751.1	OPAS172	Adelino_2021	NCBI	2016-01-25	Brazil	South-America	2	2_III	2III_C
OQ603290.1	462966	Laiton-Donato_2016	NCBI	2016-01-28	Colombia	Colombia	2	2_III	2III_D
MT929715.1	OPAS93	Adelino_2021	NCBI	2016-01-29	Brazil	South-America	2	2_III	2III_C.1.1
MN294937.1	SA-JD-AS-BM4-16-2-A9	Fang_2020	NCBI	2016-02-02	Saudi-Arabia	Middle-East-NA	2	2_II_related	2II_A.1
KX702403.1	Haiti-1/2016	Iovine_2016	NCBI	2016-02-05	Haiti	Caribbean	2	2_III	2III_C
MK411559.1	ID/JMB-001B/2016	Haryanto_2019	NCBI	2016-02-23	Indonesia	Southeast-Asia	2	2_II	2II_F
MT929753.1	OPAS177	Adelino_2021	NCBI	2016-03-01	Brazil	South-America	2	2_III	2III_C
MT929716.1	OPAS95	Adelino_2021	NCBI	2016-03-14	Brazil	South-America	2	2_III	2III_C.1.1
MT929717.1	OPAS96	Adelino_2021	NCBI	2016-03-14	Brazil	South-America	2	2_III	2III_C.1.1
MK564477.1	GZ16XN11140	Su_2019	NCBI	2016-04-15	China	East-Asia	2	2_II	2II_D.3
MK473386.1	222_Voi	Masika_2021	NCBI	2016-05-04	Kenya	Sub-Saharan-Africa	2	2_II_related	2II_A.2.2
MN272405.1	RU16417	Mavingui_2019	NCBI	2016-05-07	Seychelles	South-Asia	2	2_II_related	2II_A.1
OQ603293.1	479622	Laiton-Donato_2016	NCBI	2016-05-15	Colombia	Colombia	2	2_III	2III_D
KX702404.1	UF-1/Gainesville/2016	White_2016	NCBI	2016-05-22	Florida(USA)	North-America	2	2_III	2III_C
OQ603294.1	480592	Laiton-Donato_2016	NCBI	2016-05-29	Colombia	Colombia	2	2_III	2III_D
MZ130521.1	414	Selhorst_2016	NCBI	2016-06-20	Democratic-Republic-of-Congo	Sub-Saharan-Africa	2	2_II_related	2II_A.2.1
OQ603296.1	484925	Laiton-Donato_2016	NCBI	2016-07-14	Colombia	Colombia	2	2_III	2III_D.2
OR618320.1	DV2/TW/16020212/2016	Tsai_2024	NCBI	2016-07-17	Taiwan	East-Asia	2	2_II	2II_D.3
OQ603297.1	484926	Laiton-Donato_2016	NCBI	2016-07-22	Colombia	Colombia	2	2_III	2III_D.2
OQ603298.1	484927	Laiton-Donato_2016	NCBI	2016-07-22	Colombia	Colombia	2	2_III	2III_D.2
OQ603299.1	484928	Laiton-Donato_2016	NCBI	2016-07-22	Colombia	Colombia	2	2_III	2III_D.2
DENV2/Colombia/2016-07-28/Yale-DN00302-1	190443	FL-DPH	Yale	2016-07-28	Colombia	Colombia	2	2_III	2III_D
DENV2/Costa_Rica/2016-08-01/Yale-DN01053	190544	FL-DPH	Yale	2016-08-01	Costa-Rica	Central-America	2	2_III	2III_D.1.1
MK858100.2	FT_J99_S16_R2	Pattabiraman_2020	NCBI	2016-08-10	India	South-Asia	2	2_II_related	2II_A.2.1
OQ603295.1	484771	Laiton-Donato_2016	NCBI	2016-08-16	Colombia	Colombia	2	2_III	2III_D.2
OQ603300.1	484975	Laiton-Donato_2016	NCBI	2016-08-18	Colombia	Colombia	2	2_III	2III_D
OQ603302.1	484995	Laiton-Donato_2016	NCBI	2016-08-18	Colombia	Colombia	2	2_III	2III_D.2
OQ603301.1	484978	Laiton-Donato_2016	NCBI	2016-08-23	Colombia	Colombia	2	2_III	2III_D
PP269925.1	DENV2/Viet_Nam/2016-10-25/Yale-DN02015	OUCRU	Yale	2016-10-25	Vietnam	Southeast-Asia	2	2_II	2II_A.1
MT982731.1	2016/BF/CNR41166	Fourie_2020	NCBI	2016-11-02	Burkina-Faso	Sub-Saharan-Africa	2	2_II_related	2II_B
MT929737.1	OPAS125	Adelino_2021	NCBI	2017-02-20	Brazil	South-America	2	2_III	2III_C.1.1
MK517773.1	BeAr849487	Aragao_2020	NCBI	2017-03-28	Brazil	South-America	2	2_III	2III_C.1.1
MN566109.1	New_Caledonia-2017-AVS62	Inizan_2020	NCBI	2017-04-01	New-Caledonia	Pacific	2	2_II_related	2II_C.1
DENV2/Guatemala/2017-04-22/Yale-DN00050	190315	FL-DPH	Yale	2017-04-22	Guatemala	Central-America	2	2_III	2III_D.1.2
MZ130529.1	17050355	Selhorst_2017	NCBI	2017-04-30	Democratic-Republic-of-Congo	Sub-Saharan-Africa	2	2_II_related	2II_A.2.1
PP269932.1	DENV2/Viet_Nam/2017-05-08/Yale-DN02077	OUCRU	Yale	2017-05-08	Vietnam	Southeast-Asia	2	2_V	2V_A.1
MT982169.1	2017/CI/CNR44006	Fourie_2020	NCBI	2017-06-06	Ivory-Coast	Sub-Saharan-Africa	2	2_II_related	2II_B
DENV2/Cuba/2017-06-29/Yale-DN00148	190136	FL-DPH	Yale	2017-06-29	Cuba	Caribbean	2	2_III	2III_C.2
MZ312931.1	FT_AJ_34_S73_R3_DENV2_Cosmopolitan_India	Jagtap_2021	NCBI	2017-10-09	India	South-Asia	2	2_II_related	2II_A.1
MT261968.1	IP270	Letizia_2020	NCBI	2017-10-12	Burkina-Faso	Sub-Saharan-Africa	2	2_II_related	2II_B
MT006136.1	S003	Rodrigo_2020	NCBI	2017-10-13	Sri-Lanka	South-Asia	2	2_II	2II_F.1
MT261959.1	IP029	Letizia_2020	NCBI	2017-10-17	Burkina-Faso	Sub-Saharan-Africa	2	2_II_related	2II_B
MT261960.1	IP036	Letizia_2020	NCBI	2017-10-17	Burkina-Faso	Sub-Saharan-Africa	2	2_II_related	2II_B
MT261962.1	IP099	Letizia_2020	NCBI	2017-10-25	Burkina-Faso	Sub-Saharan-Africa	2	2_II_related	2II_B
MT261971.1	IP666	Letizia_2020	NCBI	2017-11-06	Burkina-Faso	Sub-Saharan-Africa	2	2_II_related	2II_B
MZ130522.1	17111591	Selhorst_2017	NCBI	2017-11-07	Egypt	Middle-East-NA	2	2_II	2II_F.1
MT980927.1	2017/MR/CNR46460	Fourie_2020	NCBI	2017-11-30	Mauritania	Middle-East-NA	2	2_II_related	2II_B
MT929721.1	OPAS108	Adelino_2021	NCBI	2018-03-02	Brazil	South-America	2	2_III	2III_C.1.1
MT929719.1	OPAS106	Adelino_2021	NCBI	2018-04-04	Brazil	South-America	2	2_III	2III_C.1.1
MT929718.1	OPAS105	Adelino_2021	NCBI	2018-04-22	Brazil	South-America	2	2_III	2III_C.1.1
MH891770.1	MCVR7291AD/2018	Sabeena_2019	NCBI	2018-04-23	India	South-Asia	2	2_II_related	2II_A.2.1
MN566112.1	New_Caledonia-2018-AVS127	Inizan_2020	NCBI	2018-04-23	New-Caledonia	Pacific	2	2_II_related	2II_C.1
ON908222.1	18XN13236	Su_2022	NCBI	2018-05-17	China	East-Asia	2	2_II_related	2II_C.1
MZ130528.1	18062888	Selhorst_2018	NCBI	2018-06-24	Djibouti	Sub-Saharan-Africa	2	2_II_related	2II_A.2.2
PP234966.1	160-06-112	Camprubi-Ferrer_2024	NCBI	2018-07-01	Indonesia	Southeast-Asia	2	2_III	2III_C.2
ON853797.1	18XN18318_D2_KHM	Ponce_2022	NCBI	2018-07-13	Cambodia	Southeast-Asia	2	2_V	2V_A
OQ144230.1	NI/DB299/2018_2018	Santiago_2023	NCBI	2018-08-15	Nicaragua	Central-America	2	2_III	2III_D.1.2
MT897896.1	Vero	Wong-Arambula_2020	NCBI	2018-08-16	Mexico	North-America	2	2_III	2III_D.1.2
OQ144233.1	NI/DB302/2018_2018	Santiago_2023	NCBI	2018-08-21	Nicaragua	Central-America	2	2_III	2III_D.1.2
OQ144247.1	NI/DB316/2018_2018	Santiago_2023	NCBI	2018-09-26	Nicaragua	Central-America	2	2_III	2III_D.1.2
ON231305.1	310398	Dieng_2018	NCBI	2018-10-29	Senegal	Sub-Saharan-Africa	2	2_II_related	2II_B
OQ426942.1	DET-P-0282-1	Ashall_2023	NCBI	2018-10-30	Vietnam	Southeast-Asia	2	2_V	2V_A.1
DENV2/Cuba/2018-11-04/Yale-DN00175	190189	FL-DPH	Yale	2018-11-04	Cuba	Caribbean	2	2_III	2III_C.2
DENV2/Cuba/2018-11-20/Yale-DN00160	190118	FL-DPH	Yale	2018-11-20	Cuba	Caribbean	2	2_III	2III_C.2
OQ782214.1	2216	Thongrsipong_2018	NCBI	2018-11-22	Nicaragua	Central-America	2	2_III	2III_D.1.2
MT929596.1	CG14	Adelino_2021	NCBI	2018-11-26	Brazil	South-America	2	2_III	2III_C.1.1
OQ782222.1	LLE1879	Thongrsipong_2018	NCBI	2018-12-04	Nicaragua	Central-America	2	2_III	2III_D.1.2
DENV2/Cuba/2018-12-05/Yale-DN00164	190476	FL-DPH	Yale	2018-12-05	Cuba	Caribbean	2	2_III	2III_C.2
MT981085.1	2018/MR/CNR50012	Fourie_2020	NCBI	2018-12-13	Mauritania	Middle-East-NA	2	2_II_related	2II_B
MT929593.1	CG11	Adelino_2021	NCBI	2018-12-14	Brazil	South-America	2	2_III	2III_C.1.1
OM791802.1	PE_DB276_2018	Santiago_2022	NCBI	2018-12-31	Peru	South-America	2	2_III	2III_C
MT981148.1	2019/SN/CNR50154	Fourie_2020	NCBI	2019-01-04	Senegal	Sub-Saharan-Africa	2	2_II_related	2II_B
DENV2/Cuba/2019-01-06/Yale-DN00378	19000032	FL-DPH	Yale	2019-01-06	Cuba	Caribbean	2	2_III	2III_C.2
MT929614.1	CG90	Adelino_2021	NCBI	2019-01-23	Brazil	South-America	2	2_III	2III_C.1.1
MT929653.1	OPAS06	Adelino_2021	NCBI	2019-01-31	Brazil	South-America	2	2_III	2III_C.1.1
MT929739.1	OPAS127	Adelino_2021	NCBI	2019-02-06	Brazil	South-America	2	2_III	2III_C.1.1
ON123816.1	BM15	Marques_2022	NCBI	2019-02-22	Brazil	South-America	2	2_III	2III_C
MZ130519.1	19030486	Selhorst_2019	NCBI	2019-03-05	Mozambique	Sub-Saharan-Africa	2	2_II	2II_D.1
MT929676.1	OPAS29	Adelino_2021	NCBI	2019-04-02	Brazil	South-America	2	2_III	2III_C.1.1
DENV2/Cuba/2019-06-03/Yale-DN00386	19000363	FL-DPH	Yale	2019-06-03	Cuba	Caribbean	2	2_III	2III_D.1.1
DENV2/Nicaragua/2019-06-06/Yale-DN00514	200127	FL-DPH	Yale	2019-06-06	Nicaragua	Central-America	2	2_III	2III_D.1.2
MT929685.1	OPAS38	Adelino_2021	NCBI	2019-06-07	Brazil	South-America	2	2_III	2III_C.1.1
ON907580.1	19XN14641_D2_NER	Ponce_2022	NCBI	2019-06-15	Niger	Sub-Saharan-Africa	2	2_II_related	2II_B
PP234936.1	429-LUH-206	Camprubi-Ferrer_2024	NCBI	2019-07-01	Guadeloupe	Caribbean	2	2_II	2II_A.1
PP234930.1	413-ITM-099	Camprubi-Ferrer_2024	NCBI	2019-07-01	Thailand	Southeast-Asia	2	2_II	2II_D
PP234940.1	256-06-208	Camprubi-Ferrer_2024	NCBI	2019-07-01	Honduras	Central-America	2	2_III	2III_D.1.2
ON908221.1	19XN16107	Su_2022	NCBI	2019-07-02	Philippines	Southeast-Asia	2	2_II_related	2II_C.1
MZ130524.1	19071509	Selhorst_2019	NCBI	2019-07-09	Benin	Sub-Saharan-Africa	2	2_II_related	2II_B
OQ782221.1	2286	Thongrsipong_2019	NCBI	2019-07-10	Nicaragua	Central-America	2	2_III	2III_D.1.2
DENV2/USA_Florida/2019-07-11/Yale-DN00529	200290	FL-DPH	Yale	2019-07-11	Florida(USA)	North-America	2	2_III	2III_D.1.1
DENV2/Honduras/2019-07-12/Yale-DN00369	19000294	FL-DPH	Yale	2019-07-12	Honduras	Central-America	2	2_III	2III_D.1.2
OQ782200.1	2321	Thongrsipong_2019	NCBI	2019-07-24	Nicaragua	Central-America	2	2_III	2III_D.1.2
MN328061.1	CHRF_DenV002	Saha_2019	NCBI	2019-07-29	Bangladesh	South-Asia	2	2_II	2II_F.1.2
OQ028227.1	28EI-003-022	Tran_2022	NCBI	2019-07-31	Vietnam	Southeast-Asia	2	2_II	2II_F.1
OQ782201.1	7482	Thongrsipong_2019	NCBI	2019-07-31	Nicaragua	Central-America	2	2_III	2III_D.1.2
DENV2/Honduras/2019-08-02/Yale-DN00371	19000586	FL-DPH	Yale	2019-08-02	Honduras	Central-America	2	2_III	2III_D.1.2
